 DATE,S/N,PO NUMBER,COMPANY,CATEGORY,ITEM,QUANTITY REQUESTED,SUPPLIER'S PRICE,TOTAL ACTUAL AMOUNT,NAM UNIT PRICE,TOTAL NAM AMOUNT,TOTAL NAM AMOUNT SUB TOTAL,INCOME,INCOME PERCENT,,DATE DELIVERED,PAYMENT TERM,DUE DATE,SI NUMBER, REMARKS,SUPPLIER,ADDRESS,TIN,SALES INVOICE NO.,CONTACT PERSON/CONTACT #
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,PENCIL NO. 2,5, ₱ 11.00 , ₱ 55.00 , ₱ 16.20 , ₱ 81.00 ,, ₱ 26.00 ,32%,,,,,,,,,,,
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,CLEARSHEET A4,2, ₱ 130.00 , ₱ 260.00 , ₱ 175.50 , ₱ 351.00 ,, ₱ 91.00 ,26%,,,,,,,,,,,
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,HBW STICKY NOTES 3X3,5, ₱ 15.00 , ₱ 75.00 , ₱ 20.25 , ₱ 101.25 ,, ₱ 26.25 ,26%,,,,,,,,,,,
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,COATED CLIPS NO. 33,2, ₱ 9.00 , ₱ 18.00 , ₱ 12.15 , ₱ 24.30 ,, ₱ 6.30 ,26%,,,,,,,,,,,
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,STAPLER WIRE NO. 35 TIGER,1, ₱ 22.00 , ₱ 22.00 , ₱ 32.40 , ₱ 32.40 ,, ₱ 10.40 ,32%,,,,,,,,,,,
,,,,,,,,,,," ₱ 3,664.95 ",,,,,,,,,,,,,
01/28/2026,060,ADMNPO-2026-001-069,COVAC,OFFICE SUPPLY,NEWSPRINT A4,10, ₱ 84.00 , ₱ 840.00 , ₱ 135.00 ," ₱ 1,350.00 ",, ₱ 510.00 ,38%,,,,,,,,,,,
01/28/2026,060,ADMNPO-2026-001-069,COVAC,OFFICE SUPPLY,WHITEBOARD MARKER ARTLINE 2MM,10, ₱ 35.00 , ₱ 350.00 , ₱ 49.95 , ₱ 499.50 ,, ₱ 149.50 ,30%,,,,,,,,,,,
01/28/2026,060,ADMNPO-2026-001-069,COVAC,OFFICE SUPPLY,STAPLER WIRE NO. 35 TIGER,1, ₱ 22.00 , ₱ 22.00 , ₱ 32.40 , ₱ 32.40 ,, ₱ 10.40 ,32%,,,,,,,,,,,
,,,,,,,,,,," ₱ 1,881.90 ",,,,,,,,,,,,,
01/28/2026,061,PO00005341,ENKEI,OFFICE SUPPLY,ELECTRONIC CONTACT CLEANER,10, ₱ 130.00 ," ₱ 1,300.00 ", ₱ 332.50 ," ₱ 3,325.00 ",," ₱ 2,025.00 ",61%,,,,,,,,,,,
,,,,,,,,,,," ₱ 3,325.00 ",,,,,,,,,,,,,
01/29/2026,061,2026-00048,ASTI,CLEANING MATERIALS,GARBAGE BAG LARGE 100's,1, ₱ 220.00 , ₱ 220.00 , ₱ 264.00 , ₱ 264.00 ,, ₱ 44.00 ,17%,,,,,,,,,,,
01/29/2026,061,2026-00048,ASTI,OFFICE SUPPLY,A4 BONDPAPER HARDCOPY,5, ₱ 180.00 , ₱ 900.00 , ₱ 208.80 ," ₱ 1,044.00 ",, ₱ 144.00 ,14%,,,,,,,,,,,
,,,,,,,,,,," ₱ 1,308.00 ",,,,,,,,,,,,,
01/29/2026,062,2026-00053,ASTI,OFFICE SUPPLY,BLUE NAPPCO 80GSM,5, ₱ 335.00 ," ₱ 1,675.00 ", ₱ 500.00 ," ₱ 2,500.00 ",, ₱ 825.00 ,33%,,,,,,,,,,,
01/29/2026,062,2026-00053,ASTI,OFFICE SUPPLY,A4 BONDPAPER HARDCOPY,25, ₱ 180.00 ," ₱ 4,500.00 ", ₱ 208.80 ," ₱ 5,220.00 ",, ₱ 720.00 ,14%,,,,,,,,,,,
,,,,,,,,,,," ₱ 7,720.00 ",,,,,,,,,,,,,
01/29/2026,063,,KINPO,MATERIALS,MOTOLITE BATTERY,6," ₱ 6,000.00 "," ₱ 36,000.00 "," ₱ 7,200.00 "," ₱ 43,200.00 ",," ₱ 7,200.00 ",17%,,,,,,,,,,,
,,,,,,,,,,," ₱ 43,200.00 ",,,,,,,,,,,,,
01/30/2026,064,PHC0414-260100039,CHANGHONG,CONSUMABLES,STRETCH FILM 20MIC X 500MM X 1.8KG,3, ₱ 180.00 , ₱ 540.00 , ₱ 316.25 , ₱ 948.75 ,, ₱ 408.75 ,43%,,,,,,,,,,,
01/30/2026,064,PHC0414-260100039,CHANGHONG,CONSUMABLES,STRETCH FILM 20MIC X 500MM X 1.8KG,10, ₱ 180.00 ," ₱ 1,800.00 ", ₱ 316.25 ," ₱ 3,162.50 ",," ₱ 1,362.50 ",43%,,,,,,,,,,,
01/30/2026,064,PHC0414-260100039,CHANGHONG,CONSUMABLES,STRETCH FILM 20MIC X 500MM X 1.8KG,3, ₱ 180.00 , ₱ 540.00 , ₱ 316.25 , ₱ 948.75 ,, ₱ 408.75 ,43%,,,,,,,,,,,
,,,,,,,,,,," ₱ 5,060.00 ",,,,,,,,,,,,,
01/30/2026,065,0009070,SANKO,OFFICE SUPPLY,STICKY NOTE 2X3,1, ₱ 14.00 , ₱ 14.00 , ₱ 15.96 , ₱ 15.96 ,, ₱ 1.96 ,12%,,,,,,,,,,,
01/30/2026,065,0009070,SANKO,OFFICE SUPPLY,SMALL ENVELOPE WHITE 50PCS/PACK,3, ₱ 50.00 , ₱ 150.00 , ₱ 66.50 , ₱ 199.50 ,, ₱ 49.50 ,25%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,STICKY NOTE 3X3,4, ₱ 18.25 , ₱ 73.00 , ₱ 19.95 , ₱ 79.80 ,, ₱ 6.80 ,9%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,SHORT BROWN ENVELOPE,3, ₱ 1.50 , ₱ 4.50 , ₱ 2.39 , ₱ 7.17 ,, ₱ 2.67 ,37%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,LONG BROWN ENVELOPE,3, ₱ 2.00 , ₱ 6.00 , ₱ 3.19 , ₱ 9.57 ,, ₱ 3.57 ,37%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,WHITE FOLDER LONG,3, ₱ 3.00 , ₱ 9.00 , ₱ 5.05 , ₱ 15.15 ,, ₱ 6.15 ,41%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,"BINDER CLIP 2""",2, ₱ 55.00 , ₱ 110.00 , ₱ 73.15 , ₱ 146.30 ,, ₱ 36.30 ,25%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,"BINDER CLIP 3/4""",3, ₱ 13.00 , ₱ 39.00 , ₱ 14.63 , ₱ 43.89 ,, ₱ 4.89 ,11%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,SPECIALTY PAPER BRAND WORKS 200GSM A4,10, ₱ 40.00 , ₱ 400.00 , ₱ 53.20 , ₱ 532.00 ,, ₱ 132.00 ,25%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,STICKY ARROW,2, ₱ 13.00 , ₱ 26.00 , ₱ 14.30 , ₱ 28.60 ,, ₱ 2.60 ,9%,,,,,,,,,,,
01/30/2026,064,0009070,SANKO,OFFICE SUPPLY,PAPER CLIP SMALL,3, ₱ 9.00 , ₱ 27.00 , ₱ 11.97 , ₱ 35.91 ,, ₱ 8.91 ,25%,,,,,,,,,,,
,,,,,,,,,,," ₱ 1,113.85 ",,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,
,,,,,,,," ₱ 734,605.06 ",," ₱ 1,027,276.84 "," ₱ 1,027,276.84 "," ₱ 292,671.78 ",28%,,,,,,,,,,,
